job_idx,rank,cv_id,candidate,experience_years,nb_skills,matched_skills,keyword_score,skills_score,experience_score,global_score,label,job_snippet
50,1,3,Candidat_3,2,5,"kubernetes, terraform, git, devops, ci/cd",46.27,0.0,60.0,35.14,❌ Écarté,Mission passionnante pour un leader en sécurité informatique ! Nous recherchons ...
50,2,1,Candidat_1,3,4,"sql, node, git, data science",36.85,0.0,60.0,30.43,❌ Écarté,Mission passionnante pour un leader en sécurité informatique ! Nous recherchons ...
50,3,2,Candidat_2,0,4,"excel, elasticsearch, devops, ci/cd",41.32,0.0,20.0,24.66,❌ Écarté,Mission passionnante pour un leader en sécurité informatique ! Nous recherchons ...
50,4,4,Candidat_4,2,7,"machine learning, deep learning, computer vision, tensorflow, pytorch, data science, mlops",18.13,0.0,60.0,21.06,❌ Écarté,Mission passionnante pour un leader en sécurité informatique ! Nous recherchons ...
50,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.63,0.0,60.0,16.32,❌ Écarté,Mission passionnante pour un leader en sécurité informatique ! Nous recherchons ...
51,1,3,Candidat_3,5,5,"python, machine learning, deep learning, computer vision, data science",10.08,40.0,60.0,29.04,❌ Écarté,Mission passionnante pour un Software/Machine Learning Engineer chez une entrepr...
51,2,2,Candidat_2,5,5,"python, machine learning, deep learning, computer vision, data science",9.0,40.0,60.0,28.5,❌ Écarté,Mission passionnante pour un Software/Machine Learning Engineer chez une entrepr...
51,3,1,Candidat_1,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",9.2,36.84,60.0,27.65,❌ Écarté,Mission passionnante pour un Software/Machine Learning Engineer chez une entrepr...
51,4,5,Candidat_5,4,2,"react, elasticsearch",11.11,0.0,60.0,17.55,❌ Écarté,Mission passionnante pour un Software/Machine Learning Engineer chez une entrepr...
51,5,4,Candidat_4,4,0,,6.19,0.0,60.0,15.1,❌ Écarté,Mission passionnante pour un Software/Machine Learning Engineer chez une entrepr...
52,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",41.71,25.0,20.0,32.36,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
52,2,3,Candidat_3,0,9,"python, machine learning, deep learning, oracle, data science, data analyst, data engineer, agile",22.36,44.44,20.0,28.51,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
52,3,2,Candidat_2,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",34.71,9.09,20.0,24.08,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
52,4,4,Candidat_4,6,8,"kubernetes, aws, azure, terraform, git, machine learning, mlops, devops",14.7,12.5,60.0,23.1,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
52,5,5,Candidat_5,4,2,"react, elasticsearch",11.94,0.0,60.0,17.97,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche en ...
53,1,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",51.79,27.27,20.0,38.08,❌ Écarté,Votre prochain défi professionnel vous attend dans un contexte de développement ...
53,2,2,Candidat_2,5,10,"python, sql, java, javascript, aws, azure, git, devops",14.33,20.0,60.0,25.16,❌ Écarté,Votre prochain défi professionnel vous attend dans un contexte de développement ...
53,3,3,Candidat_3,4,19,"python, sql, java, javascript, react, kafka, kubernetes, aws",7.49,15.79,60.0,20.48,❌ Écarté,Votre prochain défi professionnel vous attend dans un contexte de développement ...
53,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.35,0.0,60.0,16.18,❌ Écarté,Votre prochain défi professionnel vous attend dans un contexte de développement ...
53,5,4,Candidat_4,2,2,"python, oracle",0.4,0.0,60.0,12.2,❌ Écarté,Votre prochain défi professionnel vous attend dans un contexte de développement ...
54,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",10.15,63.64,60.0,36.17,❌ Écarté,Mission passionnante pour un ingénieur DevOps expérimenté dans un environnement ...
54,2,2,Candidat_2,2,10,"python, java, angular, spark, git, excel, oracle, devops",11.34,30.0,60.0,26.67,❌ Écarté,Mission passionnante pour un ingénieur DevOps expérimenté dans un environnement ...
54,3,3,Candidat_3,3,6,"java, react, aws, excel, data science, rest",8.62,33.33,60.0,26.31,❌ Écarté,Mission passionnante pour un ingénieur DevOps expérimenté dans un environnement ...
54,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.48,33.33,60.0,26.24,❌ Écarté,Mission passionnante pour un ingénieur DevOps expérimenté dans un environnement ...
54,5,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",7.01,16.67,60.0,20.51,❌ Écarté,Mission passionnante pour un ingénieur DevOps expérimenté dans un environnement ...
55,1,3,Candidat_3,6,1,git,1.24,100.0,60.0,42.62,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
55,2,1,Candidat_1,1,15,"python, sql, typescript, angular, vue, node, docker, git",50.74,13.33,60.0,41.37,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
55,3,2,Candidat_2,3,7,"sql, react, angular, git, mysql, api, rest",10.95,14.29,60.0,21.76,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
55,4,4,Candidat_4,6,9,"python, git, machine learning, computer vision, tensorflow, scikit-learn, power bi, data science",5.77,11.11,60.0,18.22,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
55,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.67,0.0,60.0,16.34,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
56,1,2,Candidat_2,3,12,"sql, java, javascript, typescript, react, angular, git, postgresql",60.8,58.33,60.0,59.9,🔶 À évaluer,Mission passionnante pour un développeur Full Stack expérimenté. Nous recherchon...
56,2,1,Candidat_1,4,7,"python, java, typescript, react, vue, git, agile",45.39,71.43,60.0,56.12,🔶 À évaluer,Mission passionnante pour un développeur Full Stack expérimenté. Nous recherchon...
56,3,3,Candidat_3,0,5,"kubernetes, azure, linux, excel, devops",18.8,20.0,20.0,19.4,❌ Écarté,Mission passionnante pour un développeur Full Stack expérimenté. Nous recherchon...
56,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.73,0.0,60.0,15.87,❌ Écarté,Mission passionnante pour un développeur Full Stack expérimenté. Nous recherchon...
56,5,4,Candidat_4,11,0,,7.7,0.0,60.0,15.85,❌ Écarté,Mission passionnante pour un développeur Full Stack expérimenté. Nous recherchon...
57,1,1,Candidat_1,2,6,"python, sql, spark, hadoop, power bi, data analyst",17.98,50.0,60.0,35.99,❌ Écarté,"Pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da..."
57,2,3,Candidat_3,3,9,"python, react, azure, git, deep learning, data science, api, rest",16.15,22.22,60.0,26.74,❌ Écarté,"Pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da..."
57,3,2,Candidat_2,4,10,"java, javascript, typescript, react, node, data science, agile, scrum",6.7,20.0,60.0,21.35,❌ Écarté,"Pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da..."
57,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.2,0.0,60.0,16.6,❌ Écarté,"Pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da..."
57,5,4,Candidat_4,2,7,"react, node, deep learning, excel, data science, api, rest",2.63,0.0,60.0,13.31,❌ Écarté,"Pour réussir dans ce rôle, vous devez avoir une solide expérience en tant que da..."
58,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",45.37,16.67,20.0,31.69,❌ Écarté,Mission passionnante pour un Ingénieur chercheuse en Informatique 'Data science'...
58,2,5,Candidat_5,4,2,"react, elasticsearch",14.83,0.0,60.0,19.41,❌ Écarté,Mission passionnante pour un Ingénieur chercheuse en Informatique 'Data science'...
58,3,3,Candidat_3,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",28.79,0.0,20.0,18.39,❌ Écarté,Mission passionnante pour un Ingénieur chercheuse en Informatique 'Data science'...
58,4,4,Candidat_4,4,19,"python, sql, java, javascript, react, kafka, kubernetes, aws",4.3,5.26,60.0,15.73,❌ Écarté,Mission passionnante pour un Ingénieur chercheuse en Informatique 'Data science'...
58,5,2,Candidat_2,7,2,"vue, git",2.18,0.0,60.0,13.09,❌ Écarté,Mission passionnante pour un Ingénieur chercheuse en Informatique 'Data science'...
59,1,4,Candidat_4,3,12,"sql, java, javascript, typescript, react, angular, git, postgresql",63.14,75.0,60.0,66.07,✅ Retenu,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Déve...
59,2,2,Candidat_2,4,14,"python, sql, java, javascript, git, linux, machine learning, deep learning",46.21,50.0,60.0,50.11,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Déve...
59,3,3,Candidat_3,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",11.87,44.44,60.0,31.27,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Déve...
59,4,1,Candidat_1,3,19,"python, sql, django, fastapi, kafka, docker, git, machine learning",7.95,47.37,60.0,30.19,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Déve...
59,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.63,33.33,60.0,26.81,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Déve...
60,1,2,Candidat_2,0,4,"excel, elasticsearch, devops, ci/cd",54.33,75.0,20.0,53.66,🔶 À évaluer,Votre prochain défi professionnel consiste à rejoindre notre équipe de développe...
60,2,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",45.08,45.45,20.0,40.17,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de développe...
60,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.14,33.33,60.0,27.57,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de développe...
60,4,3,Candidat_3,2,12,"java, javascript, typescript, react, node, docker, git, mongodb",10.67,25.0,60.0,24.84,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de développe...
60,5,4,Candidat_4,7,3,"agile, api, rest",3.89,33.33,60.0,23.94,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de développe...
61,1,4,Candidat_4,5,8,"python, sql, typescript, react, node, git, tensorflow, rest",44.74,37.5,60.0,45.62,🔶 À évaluer,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
61,2,1,Candidat_1,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",24.02,33.33,60.0,34.01,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
61,3,2,Candidat_2,7,2,"vue, git",2.07,50.0,60.0,28.04,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
61,4,3,Candidat_3,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",34.36,0.0,20.0,21.18,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
61,5,5,Candidat_5,4,2,"react, elasticsearch",12.12,0.0,60.0,18.06,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
62,1,1,Candidat_1,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",44.66,0.0,60.0,34.33,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en...
62,2,3,Candidat_3,3,4,"sql, node, git, data science",40.52,0.0,60.0,32.26,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en...
62,3,5,Candidat_5,4,2,"react, elasticsearch",15.26,0.0,60.0,19.63,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en...
62,4,4,Candidat_4,3,5,"machine learning, deep learning, computer vision, data science, llm",1.26,0.0,60.0,12.63,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en...
62,5,2,Candidat_2,2,1,rest,0.96,0.0,60.0,12.48,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe d'experts en...
63,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",67.01,20.0,60.0,51.51,🔶 À évaluer,"En tant que Frontend Developer, vous serez responsable de la conception et du dé..."
63,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.55,33.33,60.0,28.27,❌ Écarté,"En tant que Frontend Developer, vous serez responsable de la conception et du dé..."
63,3,2,Candidat_2,20,23,"sql, java, javascript, react, angular, node, kafka, docker",6.47,17.39,60.0,20.45,❌ Écarté,"En tant que Frontend Developer, vous serez responsable de la conception et du dé..."
63,4,3,Candidat_3,20,23,"sql, java, javascript, react, angular, node, kafka, docker",6.47,17.39,60.0,20.45,❌ Écarté,"En tant que Frontend Developer, vous serez responsable de la conception et du dé..."
63,5,4,Candidat_4,5,10,"python, node, machine learning, deep learning, computer vision, excel, data science, data analyst",12.39,0.0,60.0,18.2,❌ Écarté,"En tant que Frontend Developer, vous serez responsable de la conception et du dé..."
64,1,2,Candidat_2,1,2,"react, angular",54.32,0.0,60.0,39.16,❌ Écarté,Mission passionnante pour un ingénieur en sécurité et développement de logiciels...
64,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",39.64,41.67,20.0,36.32,❌ Écarté,Mission passionnante pour un ingénieur en sécurité et développement de logiciels...
64,3,3,Candidat_3,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",13.6,50.0,60.0,33.8,❌ Écarté,Mission passionnante pour un ingénieur en sécurité et développement de logiciels...
64,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.32,0.0,60.0,16.66,❌ Écarté,Mission passionnante pour un ingénieur en sécurité et développement de logiciels...
64,5,4,Candidat_4,4,9,"node, fastapi, machine learning, deep learning, tensorflow, data science, devops, api",3.78,0.0,60.0,13.89,❌ Écarté,Mission passionnante pour un ingénieur en sécurité et développement de logiciels...
65,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",65.65,20.0,60.0,50.83,🔶 À évaluer,Mission passionnante pour un expert en systèmes d'information et blockchain. Not...
65,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",17.08,33.33,60.0,30.54,❌ Écarté,Mission passionnante pour un expert en systèmes d'information et blockchain. Not...
65,3,4,Candidat_4,3,5,"machine learning, deep learning, computer vision, data science, llm",5.89,20.0,60.0,20.95,❌ Écarté,Mission passionnante pour un expert en systèmes d'information et blockchain. Not...
65,4,2,Candidat_2,4,10,"java, javascript, typescript, react, node, data science, agile, scrum",5.51,10.0,60.0,17.75,❌ Écarté,Mission passionnante pour un expert en systèmes d'information et blockchain. Not...
65,5,3,Candidat_3,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",2.35,0.0,20.0,5.17,❌ Écarté,Mission passionnante pour un expert en systèmes d'information et blockchain. Not...
66,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",74.83,40.0,60.0,61.41,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
66,2,3,Candidat_3,11,6,"typescript, react, node, git, agile, api",7.6,50.0,60.0,30.8,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
66,3,2,Candidat_2,10,6,"python, git, machine learning, data science, mlops, api",6.22,33.33,60.0,25.11,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
66,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.96,0.0,60.0,16.98,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
66,5,4,Candidat_4,1,4,"python, machine learning, nlp, data science",7.29,0.0,60.0,15.64,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
67,1,1,Candidat_1,4,7,"python, java, typescript, react, vue, git, agile",40.03,42.86,60.0,44.87,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ...
67,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.15,0.0,60.0,17.57,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ...
67,3,2,Candidat_2,20,23,"sql, java, javascript, react, angular, node, kafka, docker",4.77,4.35,60.0,15.69,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ...
67,4,3,Candidat_3,20,23,"sql, java, javascript, react, angular, node, kafka, docker",4.77,4.35,60.0,15.69,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ...
67,5,4,Candidat_4,5,5,"python, machine learning, deep learning, computer vision, data science",4.08,0.0,60.0,14.04,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe en tant que ...
68,1,1,Candidat_1,4,6,"java, javascript, react, node, git, rest",46.51,66.67,60.0,55.26,🔶 À évaluer,Mission passionnante pour un développeur front-end expérimenté ! Nous recherchon...
68,2,2,Candidat_2,7,3,"docker, devops, api",63.13,33.33,60.0,53.56,🔶 À évaluer,Mission passionnante pour un développeur front-end expérimenté ! Nous recherchon...
68,3,3,Candidat_3,3,6,"java, react, aws, excel, data science, rest",8.94,50.0,60.0,31.47,❌ Écarté,Mission passionnante pour un développeur front-end expérimenté ! Nous recherchon...
68,4,4,Candidat_4,5,8,"sql, angular, docker, azure, devops, agile, scrum, microservices",10.14,12.5,60.0,20.82,❌ Écarté,Mission passionnante pour un développeur front-end expérimenté ! Nous recherchon...
68,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.99,0.0,60.0,16.5,❌ Écarté,Mission passionnante pour un développeur front-end expérimenté ! Nous recherchon...
69,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",44.36,50.0,20.0,41.18,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ...
69,2,2,Candidat_2,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",36.17,30.0,60.0,39.09,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ...
69,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",16.05,33.33,60.0,30.02,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ...
69,4,3,Candidat_3,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",5.51,27.27,60.0,22.94,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ...
69,5,4,Candidat_4,5,0,,1.38,0.0,60.0,12.69,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre une équipe passionnée et ...
70,1,1,Candidat_1,1,15,"python, sql, typescript, angular, vue, node, docker, git",52.59,6.67,60.0,40.3,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
70,2,2,Candidat_2,3,10,"sql, java, javascript, react, node, docker, git, postgresql",49.07,0.0,60.0,36.53,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
70,3,4,Candidat_4,3,10,"sql, node, docker, azure, terraform, linux, excel, postgresql",4.15,10.0,60.0,17.07,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
70,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.31,0.0,60.0,15.65,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
70,5,3,Candidat_3,0,5,"kubernetes, azure, linux, excel, devops",10.99,20.0,20.0,15.5,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
71,1,1,Candidat_1,2,19,"python, java, javascript, react, angular, node, django, flask",76.14,36.84,60.0,61.12,🔶 À évaluer,Votre prochain défi professionnel est peut-être cette opportunité de rejoindre n...
71,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.7,33.33,60.0,26.85,❌ Écarté,Votre prochain défi professionnel est peut-être cette opportunité de rejoindre n...
71,3,4,Candidat_4,1,16,"python, flask, fastapi, spark, airflow, git, machine learning, deep learning",11.22,18.75,60.0,23.23,❌ Écarté,Votre prochain défi professionnel est peut-être cette opportunité de rejoindre n...
71,4,2,Candidat_2,7,10,"python, sql, java, angular, node, docker, aws, linux",9.84,20.0,60.0,22.92,❌ Écarté,Votre prochain défi professionnel est peut-être cette opportunité de rejoindre n...
71,5,3,Candidat_3,3,13,"sql, java, javascript, typescript, react, angular, vue, node",5.03,7.69,60.0,16.82,❌ Écarté,Votre prochain défi professionnel est peut-être cette opportunité de rejoindre n...
72,1,1,Candidat_1,3,1,react,33.24,100.0,60.0,58.62,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
72,2,2,Candidat_2,3,13,"sql, java, javascript, typescript, react, angular, vue, node",10.86,46.15,60.0,31.27,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
72,3,4,Candidat_4,5,10,"python, node, machine learning, deep learning, computer vision, excel, data science, data analyst",12.88,30.0,60.0,27.44,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
72,4,3,Candidat_3,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",7.46,53.33,20.0,23.73,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
72,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.2,0.0,60.0,15.6,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
73,1,3,Candidat_3,1,2,"react, angular",62.98,0.0,60.0,43.49,❌ Écarté,Votre prochain défi professionnel est une opportunité de rejoindre une équipe d'...
73,2,1,Candidat_1,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",42.82,45.45,20.0,39.05,❌ Écarté,Votre prochain défi professionnel est une opportunité de rejoindre une équipe d'...
73,3,2,Candidat_2,18,25,"python, sql, java, javascript, react, angular, django, docker",9.7,40.0,60.0,28.85,❌ Écarté,Votre prochain défi professionnel est une opportunité de rejoindre une équipe d'...
73,4,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",8.83,33.33,60.0,26.41,❌ Écarté,Votre prochain défi professionnel est une opportunité de rejoindre une équipe d'...
73,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.93,0.0,60.0,16.96,❌ Écarté,Votre prochain défi professionnel est une opportunité de rejoindre une équipe d'...
74,1,3,Candidat_3,4,14,"python, sql, java, linux, machine learning, scikit-learn, pandas, power bi",13.54,28.57,60.0,27.34,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche et ...
74,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",30.74,16.67,20.0,24.37,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche et ...
74,3,5,Candidat_5,4,2,"react, elasticsearch",10.17,0.0,60.0,17.09,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche et ...
74,4,4,Candidat_4,3,7,"django, kafka, airflow, machine learning, deep learning, data science, data engineer",2.15,0.0,60.0,13.07,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche et ...
74,5,2,Candidat_2,0,9,"python, machine learning, deep learning, oracle, data science, data analyst, data engineer, agile",10.42,11.11,20.0,12.54,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de recherche et ...
75,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",12.02,54.55,60.0,34.38,❌ Écarté,Mission passionnante pour un Cloud Engineer expérimenté. Vous rejoindrez notre é...
75,2,2,Candidat_2,4,6,"python, docker, aws, terraform, data science, devops",6.48,50.0,60.0,30.24,❌ Écarté,Mission passionnante pour un Cloud Engineer expérimenté. Vous rejoindrez notre é...
75,3,4,Candidat_4,1,11,"sql, java, angular, django, git, postgresql, mongodb, agile",14.85,18.18,60.0,24.88,❌ Écarté,Mission passionnante pour un Cloud Engineer expérimenté. Vous rejoindrez notre é...
75,4,3,Candidat_3,2,14,"python, docker, aws, git, machine learning, deep learning, computer vision, pytorch",11.33,21.43,60.0,24.09,❌ Écarté,Mission passionnante pour un Cloud Engineer expérimenté. Vous rejoindrez notre é...
75,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.09,0.0,60.0,17.55,❌ Écarté,Mission passionnante pour un Cloud Engineer expérimenté. Vous rejoindrez notre é...
76,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",64.37,40.0,60.0,56.19,🔶 À évaluer,Mission passionnante pour une développeuse Web junior ! Nous recherchons une per...
76,2,4,Candidat_4,7,3,"agile, api, rest",2.44,33.33,60.0,23.22,❌ Écarté,Mission passionnante pour une développeuse Web junior ! Nous recherchons une per...
76,3,3,Candidat_3,30,12,"sql, java, typescript, angular, docker, kubernetes, git, ci/cd",9.25,16.67,60.0,21.63,❌ Écarté,Mission passionnante pour une développeuse Web junior ! Nous recherchons une per...
76,4,2,Candidat_2,3,6,"java, react, aws, excel, data science, rest",8.8,16.67,60.0,21.4,❌ Écarté,Mission passionnante pour une développeuse Web junior ! Nous recherchons une per...
76,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.87,0.0,60.0,16.43,❌ Écarté,Mission passionnante pour une développeuse Web junior ! Nous recherchons une per...
77,1,2,Candidat_2,2,7,"machine learning, deep learning, computer vision, tensorflow, pytorch, data science, mlops",17.93,14.29,60.0,25.25,❌ Écarté,Mission passionnante pour un scientifique en apprentissage automatique expérimen...
77,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",35.91,8.33,20.0,24.45,❌ Écarté,Mission passionnante pour un scientifique en apprentissage automatique expérimen...
77,3,5,Candidat_5,4,2,"react, elasticsearch",10.7,0.0,60.0,17.35,❌ Écarté,Mission passionnante pour un scientifique en apprentissage automatique expérimen...
77,4,3,Candidat_3,2,4,"java, angular, vue, git",9.82,0.0,60.0,16.91,❌ Écarté,Mission passionnante pour un scientifique en apprentissage automatique expérimen...
77,5,4,Candidat_4,3,13,"sql, java, javascript, typescript, react, angular, vue, node",3.28,7.69,60.0,15.95,❌ Écarté,Mission passionnante pour un scientifique en apprentissage automatique expérimen...
78,1,1,Candidat_1,4,6,"java, javascript, react, node, git, rest",50.39,66.67,60.0,57.2,🔶 À évaluer,Mission passionnante pour un développeur backend expérimenté ! Notre entreprise ...
78,2,3,Candidat_3,2,12,"java, javascript, typescript, react, node, docker, git, mongodb",11.0,58.33,60.0,35.0,❌ Écarté,Mission passionnante pour un développeur backend expérimenté ! Notre entreprise ...
78,3,4,Candidat_4,2,14,"python, docker, aws, git, machine learning, deep learning, computer vision, pytorch",7.98,21.43,60.0,22.42,❌ Écarté,Mission passionnante pour un développeur backend expérimenté ! Notre entreprise ...
78,4,2,Candidat_2,0,15,"python, sql, angular, docker, kubernetes, aws, gcp, git",6.49,40.0,20.0,19.25,❌ Écarté,Mission passionnante pour un développeur backend expérimenté ! Notre entreprise ...
78,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.82,0.0,60.0,16.41,❌ Écarté,Mission passionnante pour un développeur backend expérimenté ! Notre entreprise ...
79,1,2,Candidat_2,3,9,"python, react, azure, git, deep learning, data science, api, rest",20.55,55.56,60.0,38.94,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
79,2,1,Candidat_1,1,18,"python, sql, java, flask, docker, gcp, machine learning, deep learning",22.85,50.0,60.0,38.42,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
79,3,4,Candidat_4,4,13,"python, java, javascript, react, docker, kubernetes, git, excel",10.69,46.15,60.0,31.19,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
79,4,3,Candidat_3,0,11,"java, javascript, typescript, react, kubernetes, aws, devops, ci/cd",31.93,27.27,20.0,28.15,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
